Actual,Predicted,Probability_Destroyed
1,1,0.6133333333333333
0,1,0.7040555555555555
0,1,0.51
0,1,0.51
0,1,0.51
1,0,0.3428549783549784
1,0,0.4
0,0,0.3428549783549784
0,1,0.55
1,1,0.7155558053058053
1,1,0.7440555555555555
